"","Year","Site","N_coord","W_coord","Area_monitored_m2","Transect_number","Abudefduf_declivifrons","Abudefduf_troschelii","Acanthurus_achilles","Acanthurus_nigricans","Acanthurus_triostegus","Acanthurus_xanthopterus","Alphestes_immaculatus","Aluterus_scriptus","Anisotremus_interruptus","Anisotremus_taeniatus","Arothron_hispidus","Arothron_meleagris","Balistes_polylepis","Bodianus_diplotaenia","Calamus_brachysomus","Calotomus_carolinus","Cantherhines_dumerilii","Canthigaster_punctatissima","Caranx_sp","Cephalopholis_colonus","Cephalopholis_panamensis","Chaetodon_humeralis","Chanos_chanos","Chilomycterus_reticulatus","Chromis_alta","Chromis_atrilobata","Chromis_limbaughi","Cirrhitichthys_oxycephalus","Cirrhitus_rivulatus","Diodon_holocanthus","Diodon_hystrix","Elops_affinis","Epinephelus_labriformis","Epinephelus_quinquefasciatus","Fistularia_commersonii","Forcipiger_flavissimus","Girella_simplicidens","Gnathanodon_speciosus","Haemulon_flaviguttatum","Haemulon_maculicauda","Haemulon_scudderii","Haemulon_sexfasciatum","Haemulon_steindachneri","Halichoeres_chierchiae","Halichoeres_dispilus","Halichoeres_melanotis","Halichoeres_nicholsi","Halichoeres_notospilus","Halichoeres_semicinctus","Holacanthus_clarionensis","Holacanthus_passer","Hoplopagrus_guentherii","Johnrandallia_nigrirostris","Kyphosus_sp","Lutjanus_aratus","Lutjanus_argentiventris","Lutjanus_colorado","Lutjanus_guttatus","Lutjanus_inermis","Lutjanus_novemfasciatus","Lutjanus_viridis","Melichthys_niger","Microspathodon_dorsalis","Mulloidichthys_dentatus","Mycteroperca_jordani","Mycteroperca_prionura","Mycteroperca_rosacea","Mycteroperca_xenarcha","Nicholsina_denticulata","Novaculichthys_taeniourus","Ophioblennius_steindachneri","Ostracion_meleagris","Oxycirrhites_typus","Pareques_sp","Plagiotremus_azaleus","Pomacanthus_zonipectus","Prionurus_laticlavius","Pseudobalistes_naufragium","Rypticus_bicolor","Scarus_compressus","Scarus_ghobban","Scarus_perrico","Scarus_rubroviolaceus","Scomberomorus_sierra","Seriola_lalandi","Seriola_rivoliana","Serranus_psittacinus","Sphoeroides_annulatus","Sphoeroides_lobatus","Stegastes_acapulcoensis","Stegastes_flavilatus","Stegastes_leucorus","Stegastes_rectrifaenum","Sufflamen_verres","Synodus_lacertinus","Thalassoma_grammaticum","Thalassoma_lucasanum","Trachinotus_rhodopus","Xyrichthys_pavo","Zanclus_cornutus","Nb_sp","Tot_weight","min_Axis.1","min_Axis.2","min_Axis.3","min_Axis.4","min_Axis.5","max_Axis.1","max_Axis.2","max_Axis.3","max_Axis.4","max_Axis.5","range_Axis.1","range_Axis.2","range_Axis.3","range_Axis.4","range_Axis.5","FIde_Axis.1","FIde_Axis.2","FIde_Axis.3","FIde_Axis.4","FIde_Axis.5","FRic","FDiv","FEve","FDis","FSpe","FOri"
"2014Navajas",8,"Navajas",23.44524538,-109.4178619,100,8,0,0,0,0.375,0,0,0,0,3.75,0,0,0.875,0.125,4.75,0,0,0,1.25,0,0.375,0.125,0,0,0,0,31.625,0,7.5,0.125,0,0,0,1.25,0,0.375,0,0,0,0,0,5.625,12.5,0,0,0.5,0,0,0,0,0,3.25,0,1.5,0.625,0,0,0,0,0,0.375,114.375,0,2.625,26,0,0,0.25,0,0,0,0.5,0,0,0,0,0,39.125,0.875,0,0.125,0.375,0.625,1,0,0,0,0,0,0,0,14,0,5,1.75,0,0.375,202.75,0.25,0,2.625,38,489.5,-0.31526204966462,-0.363571461394881,-0.263762437448512,-0.275454082949749,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.793378219244542,0.551530306871462,0.611003908883336,0.484798689500227,0.0402566888297431,0.075318051916055,-0.184202904187984,-0.0217293950643947,0.00659675666884699,0.458764,0.979256,0.516092,0.661455489402643,0.66089761893596,0.500836527425662
"2014Tachuelas",8,"Tachuelas",23.49104994,-109.4619083,100,8,0,0,0,0.625,0,0.125,0,0,0,0,0,0.875,0.625,9.25,0,0,0,2.25,0,0,1,0,0,0,0,16.375,0,10.125,0,0.125,0,0,2.375,0,0.375,0,0,0,0,0,0,0,0,1.125,0.75,0,0,0,0,0,2.125,0,2.125,0,0,0,0,0,0,0,41.625,0,0.25,0,0,0,0.125,0,0,0.125,1.375,0,0,0,4.25,0,6.875,0.25,0,0,0,0,0.375,0,0,0,1.375,0,0,0,10.125,0,26.5,4.25,0,1,220.5,0,0,0,31,369.25,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.197256953918577,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.512519003583198,0.777738358335837,0.484175002785338,0.590434530698092,0.484798689500227,-0.0265746827336331,0.14105568204537,-0.178330982022068,-0.0546863817826863,-0.0359606097100873,0.207715,0.977097,0.552435,0.522566717931704,0.636230401018146,0.467079722504021
"2015Rodadero-Gavilanes",9,"Rodadero-Gavilanes",23.45180247,-109.4260018,100,3,0,0,0,0.666666667,0,0,0,0,0,0,0,1,7.666666667,2.666666667,0,0,0,8,0,0,0.333333333,0,0,0,0,18.33333333,0,11.66666667,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333,0,0,5,0,0,0,0,0.333333333,0,0,3.666666667,0,2.666666667,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0,3.666666667,2.333333333,14.33333333,6.666666667,0,4.666666667,58.33333333,0,0,0,26,163.666666661,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.184466289169344,-0.230331777045163,0.197256953918577,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.512519003583198,0.777738358335837,0.479632477566722,0.520016115102931,0.484798689500227,-0.0560339092959169,0.135752868416913,-0.122086116426306,-0.0263999546310462,-0.0311771738306151,0.151931,0.924267,0.528246,0.628687744161375,0.627315375152282,0.432803944262579
"2015Morros",9,"Morros",23.4616989,-109.4067642,100,3,0,0,0,1.333333333,0,0,0.666666667,0,1.333333333,0,0,10.66666667,2.666666667,16.33333333,0,0,0,0,106.6666667,90,1,0.666666667,0,0,0,126,0,122,0,2.666666667,4.333333333,0,1.666666667,1.333333333,0,0,0,0,0,3.333333333,0,0,0,12,0,0,0,0,0,0,9,0.333333333,5.666666667,0,0,8.666666667,0,0,0,0,1.333333333,0,0,0,8,0,15.33333333,0.333333333,0,0,4.666666667,0.666666667,0,0,10,1,11.66666667,0,0,1.666666667,0,0,0.333333333,0,0,0,0.333333333,0,0,0,8,0,0,0,0,1,106,0,0,0,37,698.6666667,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.275454082949749,-0.230331777045163,0.40199144481392,0.429806757849661,0.298949119650147,0.335549825933587,0.254466912455063,0.71725349447854,0.777738358335837,0.562711557098659,0.611003908883336,0.484798689500227,0.105154239762091,0.192520886022847,-0.0994554198296993,0.0328854572991269,-0.0226412794011501,0.434159,0.964517,0.57165,0.6840511495155,0.70862688771463,0.431842898053889
"2015Tachuelas",9,"Tachuelas",23.49104994,-109.4619083,100,3,0,0,0,0.333333333,0,0,0,0,0,0,0,4.666666667,2,1,0,0,0,7,0,0,0,0,0,0,0,34,0,6.666666667,0.333333333,1.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,1,0,4.333333333,0.333333333,0,0.333333333,0,0,0.666666667,0,0,0,2.333333333,0,0,0,6.666666667,0,30,12.33333333,0,5,53,0,0,0,26,181.666666662,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.197256953918577,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.512519003583198,0.777738358335837,0.479632477566722,0.590434530698092,0.484798689500227,-0.0743966152872735,0.17094542329194,-0.12195641527894,-0.0126581813883982,-0.0244139015129983,0.153427,0.913432,0.612128,0.620437095431163,0.640303517457119,0.37470351566208
"2016Chopitos-Casitas",10,"Chopitos-Casitas",23.40370307,-109.4168574,200,12,0,0.541666667,0,0.166666667,0,0.083333333,0,0,0,0,0,0.416666667,0.708333333,1.208333333,0,0,0.041666667,1.541666667,0.041666667,2.541666667,0.125,0,0,0,0,8.5,0,2.458333333,0,0.041666667,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.5,1.875,0,0.083333333,0.291666667,0.041666667,0,0.333333333,0,0.5,4.833333333,0,0.208333333,0,0,0,0,0.083333333,0,0,0.625,0,0,0.791666667,0,0,0.041666667,0.083333333,0.125,0,0,0.458333333,0,7.791666667,0,0,0.041666667,0.458333333,0.083333333,1.166666667,0,0,0,0.166666667,0,0,0,0.583333333,0,1.75,0.541666667,0,0.791666667,17.625,0,0,0.25,43,60.666666668,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.184466289169344,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.551530306871462,0.520016115102931,0.484798689500227,-0.00446224067906725,0.177026553965516,-0.0864601138467674,-0.0451227309767376,0.00497704637387326,0.377751,0.940501,0.494802,0.625823261171621,0.624457482596517,0.420854323500763
"2016Cien-Esperanza",10,"Cien-Esperanza",23.42463328,-109.4067111,200,9,0,0,0,0.055555556,0,0,0.055555556,0,0,0,0,1.222222222,0.111111111,1.944444444,0,0,0,1.333333333,0,4.777777778,0.055555556,0,0,0,0,14.05555556,0,0.555555556,0,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.722222222,0,0,0,0,0,0.444444444,0,0.222222222,1.666666667,0,0.222222222,0,0,0,0,0,0,0,0,0,0,2.611111111,0,0,0,0,0,0,0,1.611111111,0.055555556,0.888888889,0.055555556,0,0,0.055555556,0.166666667,0.111111111,0,0,0,0.388888889,0,0,0,0.166666667,0,0,0.777777778,0,0,7.388888889,0,0,0,29,41.833333341,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,0.0484616679214867,0.216262189316476,-0.119896550119368,-0.031469876371286,-0.0463524436119186,0.291242,0.928556,0.436879,0.640840769221136,0.700303785923524,0.413042623941198
"2016Frailes-Lobera",10,"Frailes-Lobera",23.38204,-109.414745,100,4,0,0,0,0.75,0,0.25,0,0,0,0,0,1.25,0,1.5,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0.25,0,0,1.25,0,1.25,0.25,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0.25,0,0,0,0,0,0,1.25,0,0,0.5,1.25,0.25,1,0,0,0,0,0,0,0,1.25,0,1.25,1,0,0.25,4.25,0,0,1,27,41,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.184466289169344,-0.166508132765428,0.449105441079502,0.429806757849661,0.28776786942295,0.171823668160294,0.254466912455063,0.764367490744123,0.777738358335837,0.546987781652845,0.356289957329638,0.420975045220491,-0.0239167308410375,0.155999702076092,-0.091538385092616,-0.0291539271152108,-0.00123661679502907,0.145149,0.894134,0.569863,0.687309162245649,0.648610077837935,0.353384432762216
"2016Islote",10,"Islote",23.40785035,-109.413471,100,6,0,0,0,0.833333333,0,2.833333333,0,0,0,0,0,0.5,1.666666667,3,0,0,0,4,388.3333333,26.5,1,0,0,0,0,23.33333333,0,1.666666667,0.166666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.166666667,0,0,0,0,0,2,0,6.333333333,0,0,0,0,0,0,0.166666667,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,5.666666667,0,0,0,2.166666667,0.333333333,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1.166666667,0,0.333333333,24.16666667,0,0,0,28,503.166666634,-0.305939776822796,-0.363571461394881,-0.263762437448512,-0.16416778670685,-0.166508132765428,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.707931221636716,0.793378219244542,0.551530306871462,0.499717612640437,0.420975045220491,0.321458551569654,0.204518808458614,0.0355881256125779,0.0279303195496656,-0.0133693700039083,0.209503,0.987896,0.437657,0.358862691075979,0.775720415288824,0.0905026734302926
"2017Bajo",11,"Bajo",23.45780716,-109.405278,200,8,0,0,0,0.375,0,0.75,0,0,0,0,0,1.0625,0.4375,2.1875,0,0,0,0.6875,0,6.625,0.0625,0,0,0,0,20.75,0.0625,9.5625,0,0.125,0.1875,0,0.25,0,0,0,0,0,0,0,0,0,0,0.375,1.8125,0,0,0.125,0,0,2.1875,0,0.3125,0,0,1.25,0,0,0.0625,0,0.25,0,0,0,0,0,6,0,0.0625,0.125,0.625,0,0,0,5.4375,0,2.75,0.1875,0,0.25,0.125,0.4375,0.375,0,0,0,0.1875,0,0,0,0.625,0,0.1875,0.8125,0,2.0625,43.5625,0,0,0,39,113.3125,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.436888960853439,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.752151010518059,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,0.021332996796762,0.180628221636526,-0.145479529641786,-0.0302497386020912,-0.0478331598334748,0.330739,0.947969,0.505598,0.601230743625446,0.668003970982491,0.48648081266204
"2017Cantil",11,"Cantil",23.43973468,-109.4111893,300,14,0,0,0,0.119047619,0,1.714285714,0,0,0,0,0,0.5,0.333333333,1.142857143,0,0,0,0.976190476,0.142857143,5.785714286,0.19047619,0,0,0,0,29.21428571,0,2.833333333,0,0.023809524,0.023809524,0,0.071428571,0,0,0,0.023809524,0,0,0,0,0,0.023809524,0.071428571,1.261904762,0,0.119047619,0.285714286,0,0,0.571428571,0,0.333333333,1.166666667,0,0.714285714,0,0,5.238095238,0,0.119047619,0.023809524,0,2.380952381,0,0.023809524,0.952380952,0,0,0,0.166666667,0.071428571,0,0,0.380952381,0.023809524,2.238095238,0.095238095,0,0.19047619,0.142857143,0,0.380952381,0,0,0,0.404761905,0,0,0.119047619,0.404761905,0.071428571,0.738095238,0.904761905,0,0.904761905,38.85714286,0.071428571,0,0,48,102.547619044,-0.31526204966462,-0.347931600486176,-0.371936527693208,-0.284417033618065,-0.230331777045163,0.436888960853439,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.752151010518059,0.777738358335837,0.659704397116158,0.619966859551652,0.484798689500227,0.0551590434777252,0.218225327595401,-0.17411847328569,-0.0582469460860268,-0.0338647669483748,0.526728,0.95664,0.422212,0.560974681308617,0.711557721030698,0.486836951454667
"2017Rodadero-Gavilanes",11,"Rodadero-Gavilanes",23.45180247,-109.4260018,300,14,0,1.333333333,0,0.380952381,0,0.119047619,0,0,0,0,0,0.404761905,0.071428571,0.238095238,0,0,0,0.976190476,0,0,0.119047619,0.523809524,0,0,0,2.5,0,1.880952381,0,0.023809524,0.023809524,0,0.047619048,0,0,0,0,0,0,0,0,0.214285714,0,0,0.785714286,0,0,0.095238095,0,0,0.166666667,0,0.023809524,0.071428571,0,0,0,0,0,0,9.333333333,0,0,0.333333333,0,0,0,0,0.023809524,0,0.047619048,0.023809524,0,0,0.19047619,0,3.30952381,0,0,0,0.023809524,0.047619048,0.19047619,0,0,0,0.428571429,0,0,0.023809524,0.285714286,0.023809524,2.095238095,0.952380952,0,0.69047619,28.21428571,0,0,0,38,56.238095234,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.184466289169344,-0.166508132765428,0.29240623710853,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.60766828677315,0.777738358335837,0.551530306871462,0.520016115102931,0.420975045220491,-0.00187657126054756,0.124182244667576,-0.180226306330269,-0.0336333941678281,-0.0186652269177648,0.200183,0.960377,0.434808,0.573629729641513,0.633962942653561,0.471586284701848
"2017Islote",11,"Islote",23.40785035,-109.413471,200,8,0,0,0,0,0,0.0625,0,0,0,0,0,0.3125,2.625,2.25,0,0,0,0.5625,0.625,3.8125,0.0625,0,0,0,0,59.625,0,1.75,0.0625,0.0625,0.0625,0,0.5,0,1.875,0,0,0,0,0,0,0,0,0.3125,4.0625,0,0,0.5,0,0,1.3125,0,1.1875,0,0,0.125,0,0,0,0,0.125,0,0.1875,0,0,0,0.6875,0,0,0,0.125,0,0.0625,0,0.625,0,4.3125,0.125,0,0,0.3125,0.125,0.3125,0,0,0,0,0,0,0.25,0,0,0.3125,1,0,0.0625,14.25,2.5,0,1.625,39,108.75,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,0.0659610352115098,0.29287171069408,-0.170398398589151,-0.012921653062581,-0.0406760738880318,0.383271,0.943851,0.477013,0.533028211921469,0.761327231651687,0.442116023582533
"2017Morros",11,"Morros",23.4616989,-109.4067642,200,8,0,0,0,0.9375,0,2.75,0,0,0,0.125,0,0.375,0.0625,2.25,0,0,0,0,0,11.0625,0.375,0,0,0,0,64.9375,0.0625,4.125,0,0.375,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0.0625,4.8125,0,1.0625,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,1.375,0,0,0.125,0.0625,0,0,0,2.8125,0.0625,4.4375,0.0625,0,0,0.3125,0.1875,0,0,0,0,0.625,0,0,0,0.1875,0,0.1875,0.875,0,0.75,17.625,0,0,0,34,124.4375,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.322043285883061,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.637305335547681,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,0.0596549296249867,0.286015486036746,-0.170686889818405,-0.0101090443065995,-0.0337591675887914,0.234751,0.955448,0.449057,0.548248477641,0.758209910139264,0.450136049892093
"2017Navajas",11,"Navajas",23.44524538,-109.4178619,200,9,0,0,0,0.555555556,0,0.777777778,0,0,0.055555556,0,0,0.444444444,0.333333333,0.722222222,0,0,0,0.555555556,3.333333333,0.055555556,0,0,0,0,0,3.388888889,0,1.666666667,0.055555556,0,0,0,0.055555556,0,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0.166666667,0,0.111111111,0,0,0,0.388888889,0,0.166666667,0.555555556,0,0.055555556,0,0,0,0,0.722222222,0,0.777777778,0,0,0,0.222222222,0,0,0.166666667,1.333333333,0.055555556,0,0,2,0,9.333333333,0.166666667,0,0.333333333,0.055555556,0.111111111,0.5,0,0,0,0.222222222,0,0,0.055555556,0.055555556,0,2.555555556,1.166666667,0,0.944444444,45.44444444,0,0,0.5,42,80.5,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.275454082949749,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.551530306871462,0.611003908883336,0.484798689500227,-0.00884348381015482,0.176237730647672,-0.130768568878513,-0.0700858733587865,-0.01369329503793,0.399934,0.95079,0.475512,0.524635809511177,0.619840920644369,0.478384996698172
"2017Tachuelas",11,"Tachuelas",23.49104994,-109.4619083,200,9,0,5.222222222,0,0,0,0,0.111111111,0,0,0,0,0.5,0.166666667,0.666666667,0,0,0,1.444444444,0,0,0.055555556,0,0,0,0,7.222222222,0,2.277777778,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0,0,0,0,1.666666667,1.666666667,0.388888889,1.444444444,0.055555556,0.111111111,0.277777778,0,0,0.222222222,0,0,1.5,0,0,0,0,0,0.055555556,0,0,0,8.333333333,0,0,0,0,0,0,0.111111111,0.055555556,0,0,0.666666667,0,0.222222222,0,0,0,0.222222222,0,0.055555556,0,0,0,0.444444444,0,0,0,0.222222222,0,4.833333333,1.055555556,0,1.833333333,36.22222222,0,0,0.111111111,37,79.944444444,-0.31526204966462,-0.363571461394881,-0.371936527693208,-0.284417033618065,-0.166508132765428,0.29240623710853,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.60766828677315,0.793378219244542,0.659704397116158,0.619966859551652,0.420975045220491,-0.00376848550270221,0.139152689713499,-0.171418536608987,-0.0832851733362453,-0.0155448421360993,0.282787,0.949211,0.507071,0.565530031608884,0.656320561754485,0.505386482415448
"2018Bajo",12,"Bajo",23.45780716,-109.405278,100,6,0,0,0,0,0,0.166666667,0,0,0,0,0,1.333333333,0.333333333,5.833333333,0,0,0,1.833333333,0,9,0.166666667,0,0,0,0,74.5,0,29.5,0.166666667,1,0.5,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0.333333333,10.16666667,0,0,1.166666667,0,0,2.333333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333,0,0,0.166666667,0.666666667,0,0,0,2.333333333,0,7.666666667,0.166666667,0,0,0.833333333,0,0.666666667,0,0,0,0.833333333,0,0,0,0,0,0.666666667,3.333333333,0.333333333,0,81.5,0,0,0,31,241.666666669,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.21846976198706,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.53373181165168,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,0.0243259374106242,0.232082434491453,-0.176077275284401,-0.0167352681275655,-0.0407611278454599,0.208964,0.952327,0.587762,0.561363958163379,0.701641174572151,0.524989135002559
"2018Cantil",12,"Cantil",23.43973468,-109.4111893,200,12,0,0,0,0.083333333,0,0.041666667,0,0,0,0,0,1.125,0.25,1.291666667,0,0,0,1.041666667,0,3.458333333,0,0,0,0,0,17.95833333,0,6.875,0,0.083333333,0,0,0.208333333,0,0,0,0,0,0,0,0,0,0,0.666666667,1.166666667,0,0.083333333,0.041666667,0,0,0.5,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,1.25,0.041666667,0,0,1.833333333,0,2.5,0.041666667,0,0,0.125,0.083333333,0.708333333,0,0,0,0.625,0,0,0.125,0.625,0.333333333,0.416666667,0.708333333,0,3.125,62.54166667,0,0,0.541666667,35,110.791666667,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.21846976198706,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.53373181165168,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,-0.00427532111339246,0.213562471740523,-0.179756082273766,-0.0700914128028476,-0.047977436026296,0.177312,0.953714,0.494363,0.449145631051289,0.657107135905021,0.503922893423738
"2018Rodadero-Gavilanes",12,"Rodadero-Gavilanes",23.45180247,-109.4260018,200,12,0,4.166666667,0,0,0,0.375,0,0,0,0,0,0.75,0.5,0.333333333,0,0,0,0.791666667,0,0,0,0,0,0,0,12.375,0,2.666666667,0,0.041666667,0.041666667,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0.125,2,0,0,0.125,0,0,0.125,0,0.125,0.625,0,0,0,0,0,0,0.25,0,0,3.458333333,0,0,0.166666667,0,0,0,0,0,0,0.041666667,0.958333333,0,0.083333333,0.208333333,0,0,0.125,0,0.458333333,0,0,0,0.833333333,0,0,0.291666667,0.75,0.125,2.375,1.791666667,0,2.125,35.20833333,0,0,0,35,74.58333333,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.197256953918577,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.512519003583198,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,-0.0101428300425029,0.19044980985668,-0.175616446421164,-0.0705963849272163,-0.0388969483019533,0.286044,0.925681,0.449115,0.499331152194757,0.656884454652181,0.478506508834809
"2018Islote",12,"Islote",23.40785035,-109.413471,100,6,0,0,0,0.5,0,1.166666667,0.166666667,0,0,0,0,2,14.16666667,2.833333333,0,0,0,0.833333333,0,33,0.333333333,0,0,0,0,122.6666667,0,0.5,0,0.166666667,0,0,1.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,7.833333333,0,0,0,0,0,2.833333333,0,3.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,7,0,7.5,1.166666667,0,0.166666667,0.5,0.166666667,1.166666667,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.666666667,0,1.333333333,10.33333333,0,0,0.166666667,33,226.666666702,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,0.0715084877739754,0.29265484172395,-0.151943845389404,-0.016653277956735,-0.0323279974076774,0.335337,0.926958,0.5023,0.545921738106525,0.75376282101077,0.397680532706011
"2018Morros",12,"Morros",23.4616989,-109.4067642,100,6,0,0,0,0,0,0,0,0,0,0.333333333,0,0.166666667,0,4.666666667,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,60.5,0,6.166666667,0,0.333333333,0.666666667,0,1.166666667,0,0,0,0,0,0,0,0,0,0,0,15.33333333,0,0,0.333333333,0,0,1.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,4.166666667,0,0,0,0.5,0.166666667,0,0,6.666666667,0,0.333333333,0.166666667,0,0,0,0,0,0,0,0,1.166666667,0,0,0,0.166666667,0.333333333,0,1.333333333,0.166666667,0,15.83333333,0,0,0,27,122.833333329,-0.31526204966462,-0.363571461394881,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.322043285883061,0.429806757849661,0.247516814136892,0.335549825933587,0.254466912455063,0.637305335547681,0.793378219244542,0.506736726366787,0.590434530698092,0.484798689500227,0.0219943012414789,0.23140289234659,-0.165089436387005,0.0056828869282154,-0.0584017289612148,0.254679,0.913159,0.513689,0.638250673516229,0.731190446567385,0.427917602163259
"2018Navajas",12,"Navajas",23.44524538,-109.4178619,100,6,0,0,0,0.5,0,10,0,0,0,3.333333333,0,1,0,1,0,0,0,0.5,0,1,0,0,0,0,0,22.16666667,0,1.666666667,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,73.33333333,0,0.333333333,1.333333333,0,0,0,0,0,0.166666667,0,1.5,1,0,0,0,0,0,0,0,0,0.5,16.66666667,0,0,0,0,0,0,1.333333333,0.166666667,0,0,0.166666667,0,11.16666667,0.166666667,0,0,0.166666667,0,0.833333333,0,0,0,0.166666667,0,0,0,0.666666667,0,0.833333333,0.333333333,0,2,47.66666667,0,0,1,32,202.833333344,-0.31526204966462,-0.227412507731491,-0.259219912229895,-0.254884704764505,-0.225895703578397,0.322043285883061,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.637305335547681,0.657219265581152,0.546987781652845,0.590434530698092,0.48036261603346,0.120152431766664,0.0144903749250293,-0.101140121755949,-0.018213153962953,0.0549963980091718,0.2288,0.97159,0.582026,0.748437594034513,0.676932891199504,0.443291950373413
