"","Year","Site","N_coord","W_coord","Area_monitored_m2","Transect_number","Abudefduf_declivifrons","Abudefduf_troschelii","Acanthurus_achilles","Acanthurus_nigricans","Acanthurus_triostegus","Acanthurus_xanthopterus","Alphestes_immaculatus","Aluterus_scriptus","Anisotremus_interruptus","Anisotremus_taeniatus","Arothron_hispidus","Arothron_meleagris","Balistes_polylepis","Bodianus_diplotaenia","Calamus_brachysomus","Calotomus_carolinus","Cantherhines_dumerilii","Canthigaster_punctatissima","Caranx_sp","Cephalopholis_colonus","Cephalopholis_panamensis","Chaetodon_humeralis","Chanos_chanos","Chilomycterus_reticulatus","Chromis_alta","Chromis_atrilobata","Chromis_limbaughi","Cirrhitichthys_oxycephalus","Cirrhitus_rivulatus","Diodon_holocanthus","Diodon_hystrix","Elops_affinis","Epinephelus_labriformis","Epinephelus_quinquefasciatus","Fistularia_commersonii","Forcipiger_flavissimus","Girella_simplicidens","Gnathanodon_speciosus","Haemulon_flaviguttatum","Haemulon_maculicauda","Haemulon_scudderii","Haemulon_sexfasciatum","Haemulon_steindachneri","Halichoeres_chierchiae","Halichoeres_dispilus","Halichoeres_melanotis","Halichoeres_nicholsi","Halichoeres_notospilus","Halichoeres_semicinctus","Holacanthus_clarionensis","Holacanthus_passer","Hoplopagrus_guentherii","Johnrandallia_nigrirostris","Kyphosus_sp","Lutjanus_aratus","Lutjanus_argentiventris","Lutjanus_colorado","Lutjanus_guttatus","Lutjanus_inermis","Lutjanus_novemfasciatus","Lutjanus_viridis","Melichthys_niger","Microspathodon_dorsalis","Mulloidichthys_dentatus","Mycteroperca_jordani","Mycteroperca_prionura","Mycteroperca_rosacea","Mycteroperca_xenarcha","Nicholsina_denticulata","Novaculichthys_taeniourus","Ophioblennius_steindachneri","Ostracion_meleagris","Oxycirrhites_typus","Pareques_sp","Plagiotremus_azaleus","Pomacanthus_zonipectus","Prionurus_laticlavius","Pseudobalistes_naufragium","Rypticus_bicolor","Scarus_compressus","Scarus_ghobban","Scarus_perrico","Scarus_rubroviolaceus","Scomberomorus_sierra","Seriola_lalandi","Seriola_rivoliana","Serranus_psittacinus","Sphoeroides_annulatus","Sphoeroides_lobatus","Stegastes_acapulcoensis","Stegastes_flavilatus","Stegastes_leucorus","Stegastes_rectrifaenum","Sufflamen_verres","Synodus_lacertinus","Thalassoma_grammaticum","Thalassoma_lucasanum","Trachinotus_rhodopus","Xyrichthys_pavo","Zanclus_cornutus","Nb_sp","Tot_weight","min_Axis.1","min_Axis.2","min_Axis.3","min_Axis.4","min_Axis.5","max_Axis.1","max_Axis.2","max_Axis.3","max_Axis.4","max_Axis.5","range_Axis.1","range_Axis.2","range_Axis.3","range_Axis.4","range_Axis.5","FIde_Axis.1","FIde_Axis.2","FIde_Axis.3","FIde_Axis.4","FIde_Axis.5","FRic","FDiv","FEve","FDis","FSpe","FOri"
"2018Tachuelas",12,"Tachuelas",23.49104994,-109.4619083,100,6,0,0,0,0.333333333,0,4.5,0,0,0,0,0,1.166666667,4.166666667,1.833333333,0,0,0,4.666666667,0,0,0.333333333,0,0,0,0,9.333333333,0,2.333333333,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0,0,0,0,0.166666667,0,1,0,0,0,0,0,0,0,1.833333333,0,0,0,0,0,2,0,0,0,0.166666667,0,0,0,0,0,5.5,0,0,0,0,0,0.833333333,0,0,0,0.666666667,0,0,0,1,0,4.833333333,1.166666667,0,3.166666667,76,0,0,0.666666667,26,129,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.16416778670685,-0.230331777045163,0.197256953918577,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.512519003583198,0.777738358335837,0.484175002785338,0.499717612640437,0.484798689500227,-0.0331747733986532,0.167118096734936,-0.146699006891276,-0.0844600821373515,-0.0372827759586684,0.135678,0.955433,0.600165,0.489689844135945,0.620374093297823,0.449843260294355
"2019Bajo",13,"Bajo",23.45780716,-109.405278,100,6,0,0,0,0.333333333,0,0.166666667,0,0,0,0.5,0,1.166666667,0,3.166666667,0,0,0,0.666666667,0,7,0,0,0,0,0,162.5,0,4.833333333,0.5,0.833333333,0.166666667,0,0.166666667,0,0,0,0,0,0,0.333333333,0,3.333333333,0,3.166666667,0,0,0.166666667,0.666666667,0,0,2.666666667,0,0.333333333,0.166666667,0,38.33333333,0,0,0,33.5,0,0,0,80.16666667,0,0,1.333333333,0,0,0,1.333333333,0,0,0,6.333333333,0.166666667,4.166666667,0,0,0,0.166666667,0.166666667,0,0,0,0,2.666666667,0,0,0,0,0,0.333333333,4.333333333,0,4.333333333,70.66666667,0,0,0,36,440.833333338,-0.31526204966462,-0.363571461394881,-0.259219912229895,-0.184466289169344,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.793378219244542,0.546987781652845,0.520016115102931,0.484798689500227,0.105696452207457,0.115460495853687,-0.165077390949534,-0.035148316842036,0.0149198362792746,0.346745,0.97642,0.437923,0.789331864703263,0.77178628509307,0.559639782595696
"2019Cantil",13,"Cantil",23.43973468,-109.4111893,200,11,0,0,0,0.090909091,0,0,0.045454545,0.090909091,0,0,0,0.909090909,0.045454545,1.318181818,0,0,0,0.681818182,0,2.636363636,1.181818182,0,0,0,0,27.22727273,0,2.772727273,0,0.090909091,0,0,0.136363636,0,0.090909091,0,0,0,0,0,0,0,0,0.272727273,0.818181818,0,0.045454545,0,0,0,0.727272727,0,0.045454545,0,0,0,0,0,0,0,0.590909091,0,0,2.954545455,0,0,2.590909091,0,0,0,0.090909091,0.090909091,0.045454545,0,3.409090909,0,3.363636364,0,0,0,0.363636364,0.272727273,1.409090909,0,0,0,0.5,0,0,0,1,0.090909091,0.181818182,1.909090909,0,3.181818182,26.22727273,0,0,0.136363636,38,87.636363641,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.184466289169344,-0.230331777045163,0.21846976198706,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.53373181165168,0.777738358335837,0.551530306871462,0.520016115102931,0.484798689500227,0.0245459084372978,0.206496653917612,-0.155523214434064,-0.0348883648371024,-0.0367636830217667,0.314623,0.941784,0.476443,0.607937184051784,0.69163254486591,0.478533436981493
"2019Islote",13,"Islote",23.40785035,-109.413471,100,6,0,0,0,0,0,0.5,0.166666667,0,0,0,0,1.166666667,0.666666667,2.666666667,0,0,0,0.833333333,2,9,0.5,0,0,0,0,81,0,2.333333333,0,0.166666667,0.333333333,0,0.666666667,0,0.833333333,0,0,0,0,0,0,0.333333333,0,1.166666667,1.333333333,0,0.833333333,0,0,0,1.5,0,0.833333333,0.166666667,0,0,0,8.333333333,0,0,0,0,0,0,0,0,1.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0,5.833333333,0,6.833333333,0,0.166666667,0,0.166666667,0,0.333333333,0,0,0,1.166666667,0,0,0,0.166666667,0,0,1.333333333,0,0,1.166666667,0,0,0,36,136.166666668,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.322253001899466,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.71725349447854,0.777738358335837,0.546987781652845,0.657802827833053,0.484798689500227,0.0820160782358052,0.274767553548812,-0.156331795624756,-0.000735872713454502,-0.0391625914973706,0.386349,0.95899,0.557822,0.607777158821829,0.78876993224506,0.443220855505757
"2019Morros",13,"Morros",23.4616989,-109.4067642,100,6,0,0,0,0.333333333,0,1.166666667,0,0,0,0,0.333333333,1.666666667,0.166666667,3,0,0,0,1.833333333,0,1.666666667,0.333333333,0,0,0,0,17.5,6.666666667,11.66666667,0,0.5,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,21.16666667,28,0,0,0,0,0,3.833333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.166666667,0,0,0,0.666666667,0.333333333,0,0,10.16666667,0,10,0,0,0,1.333333333,1.5,0,0,0,0,1,0,0,0,0,0,0,2.5,0,0,45.33333333,0,0,0,30,176.000000007,-0.305939776822796,-0.347931600486176,-0.259219912229895,-0.184466289169344,-0.230331777045163,0.21846976198706,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.524409538809856,0.777738358335837,0.546987781652845,0.520016115102931,0.484798689500227,-0.0610347836913839,0.130994454592891,-0.110375879393347,-0.0255398730250966,-0.027685733401752,0.20468,0.801303,0.473966,0.588940046100943,0.580266408399716,0.364839545978218
"2019Navajas",13,"Navajas",23.44524538,-109.4178619,100,5,0,0,0,0.2,0,0,0,0,0,32,0.2,1.4,0.8,1.8,0,0,0,0.4,0,5.2,0.2,0,0,0,0,60,0,4.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.4,0,0.8,1,0,0,0,0,0,0,11.8,0,0.2,0,0,0,0.2,0,0,0,2.6,0,0,0,16.2,0,26.8,0,0,0,0,0.6,0.8,0,0,0,3.4,0,0,0.8,0.8,0,3.4,0.8,0,2.8,90.2,0,0,1.2,32,272.8,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.16416778670685,-0.230331777045163,0.322043285883061,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.637305335547681,0.777738358335837,0.484175002785338,0.499717612640437,0.484798689500227,0.0527228215771382,0.171819858866271,-0.168094733929017,-0.00871165984904211,-0.02482268189848,0.208963,0.971519,0.433983,0.639351780640056,0.688002097931374,0.481577368728799
"2019Rodadero-Gavilanes",13,"Rodadero-Gavilanes",23.45180247,-109.4260018,100,4,0,9.25,0,0,0,0.25,0.25,0,0,0,0,1.5,0,1,0,0,0,2.5,0,0,0,0,0,0,0,31.5,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0,0.25,3.25,0,26.75,0,0,0,1.5,0.25,1.5,0,0,0,1.25,0,0,0,2,0,3.25,2.25,0,7.75,79.5,5,0,0,26,192.25,-0.31526204966462,-0.315448133604558,-0.259219912229895,-0.16416778670685,-0.166508132765428,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.745254891454218,0.546987781652845,0.499717612640437,0.420975045220491,0.005077324417546,0.211162746486685,-0.140034215360058,-0.0510892859590805,-0.0090166600100264,0.119416,0.935609,0.529768,0.545549597239203,0.648085531215319,0.470322472909159
"2019Tachuelas",13,"Tachuelas",23.49104994,-109.4619083,100,6,0,0,0,0,0,7.5,0,0,0,0,0,1,0.166666667,1.833333333,0,0,0,1.666666667,0,0,0.333333333,0,0,0,0,30.83333333,0,5.333333333,0.166666667,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0.666666667,0,0,0,0,0,0.166666667,0,7,3.166666667,0,0,0,0,0,0,0.666666667,0,1.333333333,0,0,0,0,0,0,0,3.5,0,0,0,6.333333333,0.333333333,4.5,0.5,0,0,0,0,1,0,0,0,1.166666667,0,0,0,2.833333333,0,7.5,1.5,0,3.5,49.66666667,0,0,1.333333333,31,150.333333333,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.183729872119232,0.29240623710853,0.429806757849661,0.220412565336826,0.335549825933587,0.254466912455063,0.60766828677315,0.777738358335837,0.484175002785338,0.590434530698092,0.438196784574295,-0.0206361169137587,0.185370440305915,-0.123302251875335,-0.0206435129462737,-0.0241442558481125,0.192277,0.94569,0.508509,0.614764782610993,0.65029667034754,0.397174665684658
"2020Bajo",14,"Bajo",23.45780716,-109.405278,200,16,0,0,0,0.0625,0,1.875,0,0,7.53125,2.96875,0,1.125,0,3.125,0,0,0,3.78125,0,28.375,0.09375,0.09375,0,0.15625,0,135.46875,0.3125,8.21875,0,0.15625,0.125,0,0.4375,0,0,0,0,0,0,0,0,0,0,0.15625,1.34375,0,0.125,0.03125,0,0,2.9375,0,0.59375,0,0,35.34375,0,0,0,0.34375,16.75,0,0,30.625,0.53125,0.03125,1.53125,0.0625,0,0,0.5625,0,0,0,0,0,4.71875,0.0625,0,0.21875,0.3125,0.4375,0.40625,0,0,0,0.03125,0,0,0,0.15625,0,2.25,0.5625,0,0.0625,67.78125,0,0,0,44,361.875,-0.31526204966462,-0.363571461394881,-0.263762437448512,-0.275454082949749,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.793378219244542,0.551530306871462,0.611003908883336,0.484798689500227,0.107724087603825,0.177942856669611,-0.183514613648113,-0.0268388423553097,-0.00295457228131847,0.449451,0.989138,0.470563,0.695410654213795,0.768928004774881,0.503750670084885
"2020Cantil",14,"Cantil",23.43973468,-109.4111893,400,28,0,0,0,0,0,0.5,0.008928571,0,0.928571429,0.044642857,0,0.616071429,0.026785714,0.535714286,0,0,0,1.303571429,0.008928571,4.080357143,0.008928571,0,0,0,0,47.80357143,0,3,0,0.053571429,0,0,0.071428571,0,0.044642857,0,0,0,0,2.678571429,0,7.767857143,0,0.205357143,1.035714286,0,0.098214286,0.0625,0,0,0.339285714,0.008928571,0.294642857,0.267857143,1.785714286,0.375,0,0,0,0.008928571,0.508928571,0,0,0.803571429,0,0,0.8125,0,0,0,0.125,0.026785714,0,0.017857143,0.026785714,0,4.946428571,0.008928571,0,0.089285714,0.0625,0.0625,0.464285714,0,0,0,0.160714286,0,0,0,0.205357143,0.008928571,1.401785714,0.589285714,0,1.625,28.84821429,0,0.035714286,0.080357143,51,114.875000004,-0.31526204966462,-0.363571461394881,-0.263762437448512,-0.275454082949749,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.793378219244542,0.551530306871462,0.611003908883336,0.484798689500227,0.0749750737773115,0.226911118731584,-0.175935381911019,-0.0209463116993122,-0.0252666669087707,0.602058,0.977382,0.39925,0.620302144154746,0.751911554584178,0.475638153514222
"2020Chopitos",14,"Chopitos-Casitas",23.40370307,-109.4168574,200,12,0,0.208333333,0,0.041666667,0,2.708333333,0,0,0,0,0,0.708333333,0.125,1.083333333,0,0,0,4.75,0.041666667,2.666666667,0.166666667,0,0,0,0,58.95833333,0,5.916666667,0,0.041666667,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,1.333333333,2.25,0,0.125,0.375,0,0,0.583333333,0,0.083333333,0.25,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.75,0,0.041666667,0,0.208333333,0.041666667,0,0,0,0,3.541666667,0.083333333,0,0,0.625,0.041666667,0.625,0,0,0,0.666666667,0,0.083333333,0,1.208333333,0,3.666666667,1,0,8.958333333,79.79166667,0,0,0,38,183.875,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.546987781652845,0.590434530698092,0.484798689500227,0.00444648041017587,0.245461154941842,-0.183218126582261,-0.0573606368921073,-0.0479520327565372,0.306319,0.948959,0.417465,0.494066102101436,0.698576767085998,0.465467760681312
"2020Islote",14,"Islote",23.40785035,-109.413471,200,16,0,0,0,0,0,2.4375,0.0625,0,0,0.0625,0,1,9.59375,3.59375,0,0,0,4.5,0.625,34.25,0.3125,0.03125,0,0.0625,0,175.40625,0.15625,6.65625,0.125,0.15625,0,0,0.8125,0,0.5625,0,0.03125,0,0,0,0,12.1875,0,0.53125,13.71875,0,1.25,0.03125,0,0.09375,2.1875,0,1.4375,0.0625,0,12.9375,0,0,0,0,0.03125,0,0.0625,14.0625,0.25,0,2.0625,0,0,0,0.59375,0.03125,0,0,2.5625,0.0625,8.5625,0.03125,0,0.03125,0.40625,0.09375,0.46875,0,0,0,0.34375,0,0,0,0.0625,0,0.5,0.53125,0,0.0625,52.15625,0.71875,0,0,52,368.5625,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,0.0851324058022031,0.245802029973081,-0.170815072571574,-0.0219832999726832,-0.0185263626561,0.564796,0.957125,0.380431,0.613574348026225,0.762887888278324,0.453066847280946
"2020Frailes-Lobera",14,"Frailes-Lobera",23.38204,-109.414745,200,12,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0.5,0.083333333,4.791666667,0,0,0,5.041666667,4.166666667,0.5,0.666666667,0,0,0,0,95,0,6.5,0,0,0,0,0.25,0,0,0,0,0,0,1.25,0,0,0,0,7.083333333,0,0.041666667,0,0,0,0.708333333,0.083333333,1.25,0.083333333,0,0,0,0,0,0,0.25,0,1.208333333,0,0,0,0.875,0,0,0,2.333333333,0.166666667,0,0,3.958333333,0,25.54166667,0.083333333,0,0.041666667,0.208333333,0.083333333,1.166666667,0,0,0,0.041666667,0,0,0.083333333,0.541666667,0,1.791666667,0.291666667,0,1.833333333,98.83333333,0,0,0.125,39,268.458333333,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,0.0264191966568299,0.255530396752494,-0.174235805963062,-0.0380404385322561,-0.0293654310073032,0.288152,0.970294,0.46812,0.534326379551439,0.713991503018932,0.493365059488369
"2020Morros",14,"Morros",23.4616989,-109.4067642,200,15,0,0,0,2.433333333,0,3.233333333,0,0,0,0.066666667,0,0.533333333,0,2.5,0,0,0,0.366666667,11.5,10.43333333,0.1,1.833333333,0,0.066666667,0,60.43333333,0,2.466666667,0,0.633333333,0.066666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0.133333333,9.366666667,0,0.066666667,0,0,0,0.933333333,0.033333333,0.466666667,0.033333333,0,0,0,0,0,0.366666667,0,0,0,0,0.133333333,0,1.7,0,0,0,0.1,0,0,0,0.133333333,0,7.2,0.066666667,0,0,0.133333333,0.2,0.033333333,0,0,0.333333333,0.566666667,0,0,0,0,0,0.233333333,0.566666667,0.033333333,0,19.2,0,0,0,39,139.199999992,-0.31526204966462,-0.363571461394881,-0.259219912229895,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.793378219244542,0.546987781652845,0.590434530698092,0.484798689500227,0.0783161528616378,0.263895148467047,-0.139276451861642,-0.0151481533315954,-0.0216104832808072,0.374436,0.94609,0.474091,0.605925894912074,0.742162193978169,0.395441422952336
"2020Navajas",14,"Navajas",23.44524538,-109.4178619,200,16,0,2.625,0,0.125,0,3.6875,0,0,0,5.1875,0,0.59375,0,1.40625,0,0,0,1.875,0.3125,3.3125,0,0.03125,0,0,0,65.3125,0,3.75,0,0.0625,0.03125,0,0.3125,0,0.03125,0,0,0,0,0,0,19.0625,0,0.03125,0.28125,0,0.0625,0,0,0,0.5,0,6.0625,9.40625,0,1.9375,0,0,0,0.0625,1.09375,0,0.5,6.5625,0,0,0.65625,0,0,0,0.40625,0.03125,0,0,0,0.15625,12.125,0.1875,0,0.0625,0.875,0.65625,0.28125,0,0,0,0,0,0,0,0.65625,0.0625,5.0625,0.34375,0,2.125,49.71875,0,0.03125,0.40625,46,208.0625,-0.31526204966462,-0.363571461394881,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.793378219244542,0.551530306871462,0.590434530698092,0.484798689500227,0.068252314662639,0.18938401188088,-0.14406532702271,-0.0258212074405153,-0.00254823340067517,0.478973,0.959821,0.406739,0.667092809563472,0.714500035148247,0.448073203141709
"2020Tachuelas",14,"Tachuelas",23.49104994,-109.4619083,200,12,0,0.041666667,0,0,0,0.708333333,0.041666667,0.041666667,0,0,0,0.583333333,2.333333333,0.041666667,0,0,0,3.375,0.041666667,0,0,0,0,0,0,7.083333333,0,2.333333333,0,0.083333333,0.041666667,0,0.041666667,0,0,0,0,0,0,12.5,0,0.541666667,0,0.25,7.916666667,0,0.5,0.166666667,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0.125,0,0,0,0,0,0,0,0,0.166666667,1.041666667,0,0,0,0.958333333,0,0.541666667,0,0,0,0.833333333,0,0.041666667,0,0.958333333,0,4.916666667,1.083333333,0,1,56.91666667,0,0,0.083333333,35,108.000000005,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.184466289169344,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.777738358335837,0.546987781652845,0.520016115102931,0.484798689500227,-0.0149048918749704,0.130480789376059,-0.16516123745346,-0.0582958067245789,-0.0206832121826594,0.384407,0.919916,0.325793,0.569603416636876,0.638293907595388,0.422783486450538
"2021Bajo",15,"Bajo",23.45780716,-109.405278,100,8,0,0,0,0.5,0,0,0,0,0,11.875,0,2.875,0,2.75,0,0,0,0.25,0,70.25,0,0,0,0,0,186.25,0,5.375,0,0.125,2.375,0,0.375,0,0.625,0,0,0,0,0,0,0,0,0.375,5.25,0,0,0,0,0.25,6.25,0.625,1,0,0,60.25,0,0,0,0,5.25,0,0,16.25,0.125,0,3.125,0,0,0,0,0,0,0,2.75,0.25,10.375,0,0,0.125,0.25,0.25,0.875,0,0,0,1.25,0,0,0,2.375,0,0.5,1.75,0,2.75,21.875,0,0,0.125,37,427.875,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.184466289169344,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.551530306871462,0.520016115102931,0.484798689500227,0.146629898749908,0.209126262033484,-0.16060235849988,-0.00327923396017279,0.00696895736564074,0.382312,0.977126,0.473647,0.67536930904755,0.786117083707722,0.443142177711486
"2021Cantil",15,"Cantil",23.43973468,-109.4111893,200,32,0,0.109375,0,0.15625,0,0.859375,0,0,0,0.65625,0,1.375,0.28125,0.96875,0,0,0,0.6875,0,1.078125,0.109375,0,0,0,0,2.671875,0,1.765625,0,0.03125,0.0625,0,0.125,0,0,0.109375,0,0,0,0,0,1.25,0,0.953125,2.796875,0,0.015625,0,0,0,0.6875,0.09375,0.140625,0.0625,0,0.3125,0,0,0,0,0.34375,0,0.015625,4.3125,0.09375,0,0.5625,0,0,0,0.28125,0.015625,0,0,1.953125,0,3.234375,0.125,0,0.140625,1.578125,0.25,0.515625,0,0,0,0.1875,0,0,0,0.25,0,0.46875,2.046875,0,1.0625,27.109375,0,0,0.140625,46,62.046875,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,-0.00805094716292033,0.114629945225656,-0.124249216735332,-0.0756589506999586,-0.0064954753152931,0.391198,0.905845,0.565514,0.590544420383611,0.606066679329003,0.477534236645779
"2021Chopitos",15,"Chopitos-Casitas",23.40370307,-109.4168574,100,12,0,3.583333333,0,0,0,0.333333333,0,0,4.583333333,0,0,0.833333333,0,2.25,0,0,0,1.583333333,0,0.916666667,0.083333333,0,0,0,0,55.41666667,0,2.583333333,0.083333333,0.083333333,0.166666667,0,0.083333333,0,0,0,0,0,0,0,0,0.5,0,1.416666667,3.5,0,0,0,0.166666667,0,0.25,0.25,0.416666667,0.5,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.083333333,0,0.75,0.083333333,0,0,1,0,5.833333333,0.083333333,0,0.25,1,0,1.666666667,0,0,0,0.666666667,0,0,0,5.583333333,0,4.25,2.166666667,0,16.33333333,46.91666667,0,0,0.333333333,40,167.333333334,-0.31526204966462,-0.347931600486176,-0.259219912229895,-0.275454082949749,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.546987781652845,0.611003908883336,0.484798689500227,-0.00701362294877726,0.216411573855098,-0.15135531027401,-0.0484748799534317,-0.0362430111159695,0.288429,0.902126,0.448942,0.591569128892027,0.681393730605636,0.407746741351078
"2021Islote",15,"Islote",23.40785035,-109.413471,100,8,0,0,0,0,0,0,0,0,0,0,0,1.375,0.125,4.5,0,0,0,0.375,0,28.25,0.125,0,0,0,0,123.75,0,2.875,0,0,0.25,0,0.375,0,0.375,0.125,0,0,0,0,0,0,0,0.125,3.625,0,0,0,0,0.125,10.25,0,1.75,0.375,0,0.25,0,0.625,0,0,0.125,0,0.125,0,0,0,2.25,0,0,0,0,0,0,0,0.625,0,2,0,0,0,0.25,0,0.75,0,0,0,1.125,0,0,0,2,0,3.125,2.625,0,0.75,28.375,0,0,0,33,223.75,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.322253001899466,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.551530306871462,0.657802827833053,0.484798689500227,0.0808803853341863,0.315506081510755,-0.184586185532129,-0.0236671174998452,-0.0420344887684336,0.347431,0.96083,0.472268,0.456299561661958,0.774548817243227,0.44733860691923
"2021Frailes-Lobera",15,"Frailes-Lobera",23.38204,-109.414745,100,8,0,0,0,0.25,0,0,0,0,0,0,0,1.875,0.125,4.875,0,0,0,0.5,0,24.375,0.25,0,0,0,0,78.875,0,2,0.125,0,0,0,0,0,0,0.25,0,0,0,5.75,0,0,0,0,0.125,0,0,0,0,0,1.125,0,0.75,0.25,0,0.125,0,0,0,0,2,0,1.25,0,0,0,0.25,0,0,0,3,0,0,0,0.75,0,16.625,0,0,0,0.875,0,3.75,0.125,0,0,0,0,0,0,2.25,0,1.375,0.875,0,2.375,44.375,0,0,0.375,32,201.875,-0.31526204966462,-0.257064319486272,-0.263762437448512,-0.16416778670685,-0.230331777045163,0.449105441079502,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.764367490744123,0.686871077335933,0.551530306871462,0.499717612640437,0.484798689500227,0.0651969680010478,0.265794668686252,-0.15806013228267,-0.030951862819162,-0.00881699412547531,0.291823,0.958717,0.497385,0.560136409474384,0.730108860381568,0.461322030588936
"2021Morros",15,"Morros",23.4616989,-109.4067642,100,6,0,0,0,0.333333333,0,0.333333333,0,0,0,10.16666667,0,1.666666667,0,12.16666667,0,0,0,0,70.5,11.16666667,0,0,0,0,0,224.5,0,6.166666667,0,0.833333333,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,2,0,0,0,0,0.166666667,8.666666667,0.166666667,11,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,4.833333333,0,0,0,0.166666667,0,0,0,3,0.166666667,8.5,0,0.166666667,1.333333333,0.833333333,0.833333333,0,0,0,0,1.333333333,0,0,0,2.666666667,0,2.5,3.333333333,0,1.333333333,24,0,0,0.5,34,417.50000001,-0.31526204966462,-0.343781317938471,-0.259219912229895,-0.16416778670685,-0.230331777045163,0.40199144481392,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.717253494478541,0.773588075788131,0.546987781652845,0.499717612640437,0.484798689500227,0.136965278520547,0.294814493522379,-0.148501421620702,0.00945654386514929,-0.0407827018373776,0.264044,0.969142,0.352617,0.562704857721614,0.800133863724772,0.382414794783661
"2021Navajas",15,"Navajas",23.44524538,-109.4178619,100,8,0,11.25,0,0.25,0,0.125,0,0,0,0,0,1.5,0,2.125,0,0,0,0.5,0,13.875,0.125,0,0,0,0,163.75,0,6.875,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1.625,1.75,0,0,0.25,0,0.125,2.625,0,10.875,1.5,0,0.75,0,0,0,0,2.875,0,0.5,1.75,0,0,0.375,0,0,0,0.5,0.125,0,0,0.375,0.25,25.625,0.875,0,0.25,3.625,0.5,2.625,0,0,0,0,0,0,0,4.25,0.25,9.625,1.875,0,6.5,80,0,0,0.625,40,364.75,-0.31526204966462,-0.347931600486176,-0.263762437448512,-0.254884704764505,-0.230331777045163,0.36797733110349,0.429806757849661,0.28776786942295,0.335549825933587,0.254466912455063,0.683239380768111,0.777738358335837,0.551530306871462,0.590434530698092,0.484798689500227,0.046919037796346,0.284511359553869,-0.176807118454239,-0.0233117855626659,-0.024352248491062,0.307034,0.97037,0.487171,0.510905466086798,0.742427608143142,0.462772673959995
"2021Tachuelas",15,"Tachuelas",23.49104994,-109.4619083,100,12,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0.25,0.083333333,0,0,0,2.25,0,0,0,0.083333333,0,0,0,0,0,0.75,0,0.916666667,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,1.416666667,5.666666667,0,0,0,0,0,1.333333333,0.416666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.25,0,0,1.333333333,0,0,0.333333333,0,0,1.166666667,0,0.333333333,0,0,0,2.5,0,0,0,1.666666667,0,3.666666667,1.666666667,0,2.166666667,54.83333333,0,0,0,26,87.749999997,-0.31526204966462,-0.347931600486176,-0.230115550015387,-0.254884704764505,-0.230331777045163,0.36797733110349,0.229356287758008,0.28776786942295,0.335549825933587,0.162245879365615,0.683239380768111,0.577287888244185,0.517883419438337,0.590434530698092,0.392577656410779,-0.0561716623860648,0.13053896445579,-0.144052586423645,-0.0935712020824493,-0.0572153898368147,0.20853,0.914292,0.592678,0.471771491747387,0.59387425396726,0.419044207226537
